"Nom du lieu ou du projet";"Fiche agence liée";"Titre affiché";Adresse;Coordonnées;"Interior Designers";"Points of Interest";"Design events";"Design point of sales";"Année projet";"Description projet";"Date du vernissage";"Heure de vernissage";"Date de début de l'exposition";"Date de fin de l'exposition";"Site web du projet";"Crédits photo";"Photos du projet"
"Club Med Cancun Yucatan";"STUDIO MHNA";"Club Med Cancun Yucatan";"Nizuc, Carretera, Zona Hotelera, 77500 Cancún, Q.R., Mexique";"21.0358198, -86.7780886";;Hotel;;;"2015 / 2018";"...Learn more";;;;;https://www.clubmed.fr/r/Canc%C3%BAn-Yucat%C3%A1n/y?CMCID=SNN82930636056;"Agathe Tissier et François Peyranne";"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586872102.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586872103.jpg"
"The EKO Project";;"The EKO Project";"Eko Hotels & Suites, 1415 Adetokunbo Ademola Street, Victoria Island, Lagos, Nigeria";"6.4263708, 3.4306774";"Le FRENCH DESIGN 100, 2019";Hotel;;;;"EKO Hotels is an important Luxury Hotel Resort located in Lagos – Nigeria. It includes several premium restaurants organized around the key theme of worldwide food : Tex-Mex, Italian, Chinese…Maison Philippe HUREL designed and manufactured for each of these restaurants a decorative global concept through related furniture : chairs, tables, stools, sofas, luminaire… i.e. all the furniture dedicated to the enrichment of lounge and restaurants spaces. The panoramic restaurant called includes notably some original “Chinese Cabinets” in lacquered brushed oak and some black lacquered tables with top turntables, all designed by Maison Philippe HUREL. These furniture provides a unique “cachet” to this premium restaurant which allows a sumptuous sight of the Atlantic Ocean. The EKO Project requested a full year of fine working and has been successfully achieved in 2017. It made necessary the manufacturing of more than 450 units";;;;;https://www.ekohotels.com/;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871983.jpg
"The Sengokuyama Projet";;"The Sengokuyama Projet";"TOKYO, Japan";"35.6761919, 139.6503106";;"Private residence";;;2017;"...Learn more";;;;;;;"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871983_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871984.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871985.jpg"
"Showroom Paradisioterrestre";"Pierre Gonalons Studio";"Showroom Paradisioterrestre";"Via dei Musei 4 – 40124 Bologna";"44.5087229, 11.3449371";;"Cultural space";;;2018;"...Learn more";;;;;https://www.paradisoterrestre.it/;;"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871987_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871988.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871988_0.jpg"
"Alabaster Table For Private Residence";Rinck;"Alabaster Table For Private Residence";"Palm Spring USA";"33.8302961, -116.5452921";"Le FRENCH DESIGN 100, 2019";"Private residence";;;2017;"...Learn more";;;;;;"Hervé Goluza/RINCK";"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871989.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871990.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871991.jpg"
Nespresso;"Saguez & Partners";Nespresso;"1 200 corners dans le monde";"51.5141005, -0.0928137";"Le FRENCH DESIGN 100, 2019";Restaurant/bar;;;2010;"After a first experience in Vienna, Nespresso Café opens a new venue in London. A break in the city, to oneself, for the urban in a hurry and very demanding in a place intimate, comfortable, efficient, fast and always impeccable. A luxury parenthesis in a small space : Because the rush is a continuous flow, because the moment is short, because the space is reduced to the essential, it is necessary to optimize the space and to work the different postures of tasting. In the spirit of yachts where the cabin is reduced, or in the spirit of small Milanese cafes, the postures are multiple: sitting up, standing, facing the street, sitting low, in group, alone ... Everyone finds ""his parenthesis to oneself "".";;;;;https://www.nespresso.com/fr/fr/;"Saguez & Partners";"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871991_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871992.jpg"
"Mall Of Scandinavia";"Saguez & Partners";"Mall Of Scandinavia";"Stjärntorget 2 169 79 Solna - Suède";"59.3691617, 18.0051737";;Retail;;;2015;"...Learn more";;;;;https://se.westfield.com/mallofscandinavia;"Éric Laignel";"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871993.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871993_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871994.jpg"
"Mall Of Sousse";"Saguez & Partners";"Mall Of Sousse";"RN1 Km Tunis 128, 4060 Tunisie";"35.9035546, 10.5437192";;Retail;;;2019;"...Learn more";;;;;https://mallofsousse.tn/;"Saguez & Partners";"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871995.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871996.jpg"
"Huawei Flagship Store";"Saguez & Partners";"Huawei Flagship Store";"9668 Shennan Ave, Nantou Residential District, Nanshan, Shenzhen, Guangdong Province, Chine";"22.5418178, 113.9557052";;Retail;;;2019;"Saguez & Partners helped Huawei, the world's second largest supplier of smartphones, create its first world flagship in Shenzhen. More than just a store, it’s a three-story, 1,300 m2 piece of relational architecture. The era of flashy, brand-centric flagships has passed. The game changers in today’s commerce are those who demonstrate the generosity and empathy to create inviting, feel-good spaces where every detail has been considered to provide service.";;;;;https://consumer.huawei.com/cn/stores/retail/;"Jonathan Leijonhufvud";"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871997.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871997_0.jpg"
"Sao Paulo International Airport";"Saguez & Partners";"Sao Paulo International Airport";"Rod. Hélio Smidt, s/n° - Aeroporto, Guarulhos – SP, 07190-100 – Brésil";"-23.4305731, -46.473043";;"Urban space/Transportation";;;2014;"Overhanging Sao Paulo International Airport’s runways, which accounts for one third of the air transport in Brasil, the Villa Gru welcomes the new nomads, business women and men, who spend more time in the airports than in the planes. As a huge 500 square-meters balcony and a 70 square meters terrace, it joins the modern conviniences of hospitality to the effectiveness of an office, to make advantage and enjoy the travellers’ time. Part lougne, part co-working, part business center, this « contemporary house » inside the airport offers a wide range of premium services, enhanced by Saguez & Partners design, in multi-uses espaces : relaxation, bathrooms, massages, dining-rooms and private rooms set up for meetings, products presentation or contracts signings, secretaryship… The architecture makes the outdoor light come through the indoor spaces. The acoustic, insulation and ergonomics work makes the place comfortable and quiet in the very busy airport. The raw materials, warm and selected in the area, cohabit with Brazilian artcraft and art work exhibition.";;;;;https://www.gru.com.br/pt;"Saguez & Partners";"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871998.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871999.jpg"
"Barcelone Glories";"Saguez & Partners";"Barcelone Glories";"Avenida Diagonal 208, Barcelona 08018 – Espagne";"41.4048185, 2.1917882";;"Urban space/Transportation";;;2017;"Located in the heart of a Barcelona’s new vibrant district, the renewal of the shopping and leisure center reflects the architectural dynamism and the artistict influence of the Spanish city. Open-air, the center mixes the mood of the street to the personalised services of a shopping center and its 150 retailers. Like a creative explosion, bringing natural light underground in 70 000 square meters, the design of Saguez & Partners incorporates the new uses and the new position of the urban furniture – such as benches, canopies and pergolas - as well as five art masterpieces by the Catalan artist Javier Mariscal. The agency worked on the world leader in commercial property’s first Fresh ! concept, El Mercat, an indoor food market, where the commerce becomes a place of discovery, exchanges and meetings.";;;;;https://www.glories.com/;"Seignette & Lafontan";"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871999_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586872000.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586872001.jpg"
"Prague Centrum Chodov";"Saguez & Partners";"Prague Centrum Chodov";"Roztylska 2321/19, Praha 4 148 00 – République Tchèque";"50.0320692, 14.4909962";;"Urban space/Transportation";;;2017;"...Learn more";;;;;https://cz.westfield.com/chodov;"Jakub - Puf Creatif";"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586872001_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586872002.jpg"
"Installation Of Flags For Unesco";"SAM BARON";"Installation Of Flags For Unesco";"Bab el-Sebâa, Essaouira, Maroc";"31.5112969, -9.7697621";"Le FRENCH DESIGN 100, 2019";"Urban space/Transportation";;;2001;"Permanent public installation. Settled at Bab El Sba'a during the annual conference: The General Assembly of Companies and Entrepreneurs Citizens, whose next edition will take place from 27 to 30 June 2019, the metal flags of the designer Sam Baron pay tribute to Essaouira. Its medina has been on the UNESCO World Heritage List since 2001.";;;;;https://en.unesco.org/;;http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586872003.jpg
"Brasil. Cwb. 450 M2";"Slomp Busarello art.chitecture";"Brasil. Cwb. 450 M2";"Rua João Leal, 388. Curitiba- Paraná. Bresil";"-25.3815796, -49.2640105";;"Private residence";;;2004;"...Learn more";;;;;;;"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586872003_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586872005.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586872007.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586872008.jpg"
"Brasil.Cwb. 2800 M2";"Slomp Busarello art.chitecture";"Brasil.Cwb. 2800 M2";"Rua Emiliano Perneta, 480. Curitiba- Paraná. Bresil";"-25.4358945, -49.2763799";;"Private residence";;;2000;"...Learn more";;;;;;;"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586872010.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586872009.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586872012_0.jpg"
"The Royal Academy Of Arts";"STUDIO ADRIEN GARDÈRE";"The Royal Academy Of Arts";"Burlington House, Piccadilly, Mayfair, London W1J 0BD, Royaume-Uni";"51.5094259, -0.1399012";"Le FRENCH DESIGN 100, 2019";"Cultural space";;;2018;"...Learn more";;;;;https://www.royalacademy.org.uk/;"David Parry, Simon Menges, James Harris, Rory Mulvey";"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586872013.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586872014.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586872015.jpg"
"Aga Khan Museum";"STUDIO ADRIEN GARDÈRE";"Aga Khan Museum";"77 Wynford Dr, North York, ON M3C 1K1, Canada";"43.7252454, -79.3321048";;"Cultural space";;;2014;"...Learn more";;;;;https://www.agakhanmuseum.org/;"Gary Otte, Janet Kimber, On situ, Studio Adrien Gardère";"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586872015_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586872016.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586872017.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586872019.jpg"
"Museum of Islamic Art, Cairo";"STUDIO ADRIEN GARDÈRE";"Museum of Islamic Art, Cairo";"Port Said, St، El-Darb El-Ahmar, Cairo Governorate 11638, Égypt";"30.0416044, 31.2605955";;"Cultural space";;;2010;"...Learn more";;;;;https://www.miaegypt.org/;"Arnaud du Boistesselin";"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586872023.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586872024.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586872024_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586872025.jpg"
"Encore Park - Museum Of Street Culture";"STUDIO ADRIEN GARDÈRE";"Encore Park - Museum Of Street Culture";"508 Park Ave, Dallas, TX 75201, États-Unis";"32.7781958, -96.7932858";;"Cultural space";;;2017;"...Learn more";;;;;http://encoreparkdallas.org/museum-of-street-culture;"Graham Greene, Ogelsby Greene";"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586872029_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586872030.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586872031.jpg"
"Moncler Montenapoleone";"Gilles & Boissier";"Moncler Montenapoleone";"Via Monte Napoleone, 1, 20121 Milano MI, Italie";"45.4672554, 9.1963173";"Le FRENCH DESIGN 100, 2019";Retail;;;;"...Learn more";;;;;https://www.moncler.com/it/storeslocator/;;"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586872031_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586872032.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586872033.jpg"
"Andropv'S Ears";"Gilles & Boissier";"Andropv'S Ears";"2, 0108 Rose Revolution Square Tbilisi – 0108 – Géorgie";"41.7036268, 44.7920018";;Restaurant/bar;;;;"Interior architecture and furniture";;;;;http://andropovsears.ge/en;;"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586872033_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586872034.jpg"
Connolly;"Gilles & Boissier";Connolly;"4 Clifford St, Mayfair, London W1S 2LG, Royaume-Uni";"51.5111076, -0.1416217";;Retail;;;;"...Learn more";;;;;http://connollyengland.com/;;"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586872035.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586872036.jpg"
"Club Med Tomamu";"Studio Jean-Philippe Nuel";"Club Med Tomamu";"Nakatomamu, Shimukappu, Yufutsu District, Hokkaido 079-2204, Japon";"43.0640688, 142.6199054";;Hotel;;;2017;"...Learn more";;;;;https://www.clubmed.fr/r/Tomamu-Hokkaido/s;"Club Med";"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586872046.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586872046_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586872047.jpg"
"Celebrity Edge";"Jouin Manku & Patrick Jouin iD";"Celebrity Edge";"world wide";"34.8208239, 18.0370346";;Hotel;;;2018;"...Learn more";;;;;https://www.celebritycruises.com/cruise-ships/celebrity-edge;;"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871903.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871904.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871904_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871905.jpg"
"Boutique, Van Cleef & Arpels MIAMI";"Jouin Manku & Patrick Jouin iD";"Boutique, Van Cleef & Arpels MIAMI";"Miami - Design District, 140 NE 39th Street, Suite 128/228 Miami, USA";"25.8123959, -80.1924539";;Retail;;;2017;"...Learn more";;;;;https://www.vancleefarpels.com/ww/en.html;"Ken Hayden";http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871906.jpg
"Flagship, Van Cleef & Arpels TOKYO";"Jouin Manku & Patrick Jouin iD";"Flagship, Van Cleef & Arpels TOKYO";"3-5-6 Ginza, Chuo-ku, Chuo-ku, Tokyo, Japan";"35.6726481, 139.7662045";;Retail;;;2016;"...Learn more";;;;;https://www.vancleefarpels.com/ww/en.html;"Nacasa & Partners";"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871906_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871907.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871908.jpg"
"Van Cleef & Arpels NY";"Jouin Manku & Patrick Jouin iD";"Van Cleef & Arpels NY";"744 Fifth Avenue, New York, New York, USA";"40.76322, -73.9740244";;Retail;;;2013;"...Learn more";;;;;https://www.vancleefarpels.com/ww/en.html;"Genevieve Garruppo";"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871908_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871909.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871910.jpg"
"Van Cleef & Arpels HONG KONG";"Jouin Manku & Patrick Jouin iD";"Van Cleef & Arpels HONG KONG";"10 Chater Road G16-17, G/F, Prince's Building, Hong Kong";"22.2814121, 114.1593813";;Retail;;;2012;"...Learn more";;;;;https://www.vancleefarpels.com/ww/en.html;"Nacasa & Partners Inc";"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871911.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871911_0.jpg"
"Maison Boucheron";"Lecoadic Scotto";"Maison Boucheron";"Maison Boucheron Moscouul. Petrovka, 12 - 107031 Moscou";"55.762598, 37.6117524";"Le FRENCH DESIGN 100, 2019";Retail;;;2018;"Give back the original Intent of Place Vendôme’s town house, by keeping some proper decor elements, and playing with the light. In that « world » of precious stones, lighting is the essential part. Yann Lecoadic and Alessandro Scotto reloaded the essence of this prestigious french Brand.";;;;;https://fr.boucheron.com/fr_fr/boutiques/moscou,304.html;;"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871912.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871913.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871913_0.jpg"
"Hotel Elefante";"Lecoadic Scotto";"Hotel Elefante";"Bambú Ecocabañas, Carretera Principal Zipolite-Mazunte, Zona Feb 10 2015, Centro de San Agustinillo, 70946 Oaxaca de Juárez, Oax., Mexique";"15.6653474, -96.5432837";;Hotel;;;2020;"San Agustinillo is fishing village, located at the meeting point between Sierra Madre del Sur Mountains and the Pacific ocean. Yann Le Coadic and Alessandro conceived a hotel appended with respect to this landscape. In order to achieve the perfect integration of this building «camouflage», the idea is to use a concrete whose texture and color are exactly in agreement with the beach and the cliff. Inspired by its site, an architecture going from something vernacular to contemporary. (floor space = 10 000m2)";;;;;;;"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871914.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871915.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871915_0.jpg"
"Lining Kefraya Hotel";"Lina Ghotmeh—Architecture";"Lining Kefraya Hotel";"Kefraya - Liban";"33.6714226, 35.736794";"Le FRENCH DESIGN 100, 2019";Hotel;;;2021;"...Learn more";;;;;;;"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871916.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871917.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871918.jpg"
"Estonian National Museum";"Lina Ghotmeh—Architecture";"Estonian National Museum";"Muuseumi tee 2, 60532 Tartu, Estonie";"58.3954893, 26.74455";;"Cultural space";;;2016;"...Learn more";;;;;https://www.erm.ee/en;"Takuji Shimmura";"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871918_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871919.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871920.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871920_0.jpg"
"Museum of Revolution of Dignity in Kiev";"Lina Ghotmeh—Architecture";"Museum of Revolution of Dignity in Kiev";"Yevropeis'ka square, Kyiv, Ukraine, 02000";"50.4520595, 30.5271974";;"Cultural space";;;"3rd in Competition";"...Learn more";;;;;;;"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871921.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871922.jpg"
"Okura Heritage Hotel";"Lina Ghotmeh—Architecture";"Okura Heritage Hotel";"2-10-4 Toranomon, Minato-ku, Tokyo 105-0001, Japan";"35.667087, 139.745524";;Hotel;;;2019;"...Learn more";;;;;https://theokuratokyo.jp/en/;"Naomichi Sode Keishin Horikoshi";"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871923.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871923_0.jpg"
"City of dreams";"Malherbe Paris";"City of dreams";"City of dreams, Macao";"22.1492208, 113.5665866";"Le FRENCH DESIGN 100, 2019";Hotel;;;2018;"Learn more";;;;;https://www.cityofdreamsmacau.com/en?utm_source=google_GMB&utm_medium=organic&utm_campaign=GMB;;"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871927.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871927_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871928.jpg"
Hennessy;"Malherbe Paris";Hennessy;"Hennessy Hong Kong International Airport";"22.308047, 113.9184808";;Retail;;;2019;"Learn more";;;;;https://www.hennessy.com/zh-cn;;"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871929.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871930.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871931.jpg"
"Prisao Break";"Martial Marquet";"Prisao Break";"Antigo presidio da trafaria, 2825-879 Trafaria, Portugal";"38.6741311, -9.2303738";"Le FRENCH DESIGN 100, 2019";"Urban space/Transportation";;;2018;"Learn more";;;;;;PZZL;"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871931_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871932.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871933.jpg"
"Party Temple";"Martial Marquet";"Party Temple";"Csoromfölde, Vigántpetend, 8294 Hongrie";"46.9674327, 17.61599";;"Cultural space";;;2019;"Learn more";;;;;;"Hello Wood";"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871933_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871934.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871935.jpg"
"Table is a parliament";"Martial Marquet";"Table is a parliament";"Csoromfölde, Vigántpetend, 8294 Hongrie";"46.9674181, 17.6159023";;"Cultural space";;;2016;"...Learn more";;;;;;"voir titres photos";"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871936.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871937.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871938.jpg"
"Rise Above";"Martial Marquet";"Rise Above";"39MR+4H Las Yaguas, Cuba";"20.0828125, -75.6085625";;"Cultural space";;;2014;"...Learn more";;;;;;"Martial Marquet et Fondation Malongo";"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871938_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871939.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871940.jpg"
"Casa No Muro";"Martial Marquet";"Casa No Muro";"Albergaria dos Dozes, Portugal";"39.7991887, -8.5821272";;"Urban space/Transportation";;;2015;"...Learn more";;;;;;"fernando Guerra";"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871941.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871942_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871943.jpg"
"Bibliothèque de la Cité";"MATALI CRASSET";"Bibliothèque de la Cité";"Place des Trois-Perdrix 5, 1204 Genève, Suisse";"46.2028878, 6.1450456";;"Cultural space";;;2015;"...Learn more";;;;;http://institutions.ville-geneve.ch/fr/bm/nos-bibliotheques/adresses-et-horaires/cite/;"Luca Fascini";"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871944.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871946_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871949.jpg"
"Reflexcity, Asia Culture Center";"MATALI CRASSET";"Reflexcity, Asia Culture Center";"38 Munhwajeondang-ro, Gwangsan-dong, Dong-gu, Kwangju, Corée du Sud";"35.1467281, 126.9203186";;"Cultural space";;;2016;"...Learn more";;;;;https://www.acc.go.kr/en/index.do;"matali crasset";"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871950.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871952.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871951.jpg"
"Dar Hi, Nefta";"MATALI CRASSET";"Dar Hi, Nefta";"Quartier Ezzaouia, NEFA 2240,، Tunisie";"33.8774442, 7.8826112";;Hotel;;;2017;"...Learn more";;;;;http://darhilife.com/;"Jérôme Spriet / matali crasset productions";"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871957.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871956.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871959.jpg"
"Common Stove, Bio 25, Faraway So Close, 25Th Biennal of Design, Ljubljana";"MATALI CRASSET";"Common Stove, Bio 25, Faraway So Close, 25Th Biennal of Design, Ljubljana";"Common Stove – Bio 25, Košice, Slovénie";"45.6406609, 14.8640275";;"Urban space/Transportation";;;2017;"...Learn more";;;;;;"Mojca Mihailovič-Škrinjar / Peter Giodani";"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871960.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871960_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871961.jpg"
"Office Of The Ambassador Of France In Haiti";"Mathilde Bretillot créations";"Office Of The Ambassador Of France In Haiti";"51 Rue Capois, Port-au-Prince, Haïti";"18.5358744, -72.3365555";"Le FRENCH DESIGN 100, 2019";Office;;;2018;"...Learn more";;;;;https://ht.ambafrance.org/;"Silke Fotografie";"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871962.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871962_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871963.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871964.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871964_0.jpg"
"Le Top Cloud, Shilla Luxury Hôtels And Resorts";"Mathilde Bretillot créations";"Le Top Cloud, Shilla Luxury Hôtels And Resorts";"249 Dongho-ro, Jangchung-dong, Jung-gu, Seoul, Corée du Sud";"37.5577399, 127.0076342";;Hotel;;;2000;"...Learn more";;;;;https://www.shilla.net/seoul/index.do;;"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871965.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871966.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871967.jpg"
"Glass Cube";"MAXIME D'ANGEAC ARCHITECTURE";"Glass Cube";Portugal;"39.31, -8.224454";"Le FRENCH DESIGN 100, 2019";"Private residence";;;2019;"...Learn more";;;;;;;"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871967_0.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871968.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871969.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871970.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871970_0.jpg"
"Castello R";"MAXIME D'ANGEAC ARCHITECTURE";"Castello R";"Italie, Rome, Lugotevere, tor di Nona";"41.9015669, 12.4694601";;"Private residence";;;"2018 - 2019";"...Learn more";;;;;;;"http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871973.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871971.jpg, http://map.lefrenchdesign.org/sites/default/files/photos/recup_image_1586871972_0.jpg"
